,stat,statistic,pvalue,label,PC,method,reg
0,wasserstein,0.0,,Real,1,coupled_PCA,
1,wasserstein,0.0,,Real,2,coupled_PCA,
2,wasserstein,0.0,,Real,3,coupled_PCA,
3,wasserstein,0.0,,Real,4,coupled_PCA,
4,wasserstein,0.0,,Real,5,coupled_PCA,
5,wasserstein,0.0,,Real,6,coupled_PCA,
6,wasserstein,0.11651461427400481,,Truth,1,coupled_PCA,
7,wasserstein,0.04220142453920672,,Truth,2,coupled_PCA,
8,wasserstein,0.09860318871485602,,Truth,3,coupled_PCA,
9,wasserstein,0.06767848301654267,,Truth,4,coupled_PCA,
10,wasserstein,0.05335380528782721,,Truth,5,coupled_PCA,
11,wasserstein,0.05056852017619202,,Truth,6,coupled_PCA,
12,wasserstein,3.6083605586076186,,Indep,1,coupled_PCA,
13,wasserstein,3.297719841169297,,Indep,2,coupled_PCA,
14,wasserstein,3.193487455792268,,Indep,3,coupled_PCA,
15,wasserstein,2.913377695727738,,Indep,4,coupled_PCA,
16,wasserstein,3.020778286587346,,Indep,5,coupled_PCA,
17,wasserstein,2.7557414730573404,,Indep,6,coupled_PCA,
18,wasserstein,3.5214030422195233,,Markov,1,coupled_PCA,
19,wasserstein,3.2172933627540656,,Markov,2,coupled_PCA,
20,wasserstein,3.0931104091044825,,Markov,3,coupled_PCA,
21,wasserstein,2.8660181730064274,,Markov,4,coupled_PCA,
22,wasserstein,2.575093569080273,,Markov,5,coupled_PCA,
23,wasserstein,2.519571751573026,,Markov,6,coupled_PCA,
24,wasserstein,0.8144445850566575,,HMM,1,coupled_PCA,
25,wasserstein,0.5954672876237337,,HMM,2,coupled_PCA,
26,wasserstein,2.2080104283366575,,HMM,3,coupled_PCA,
27,wasserstein,2.1849970465444137,,HMM,4,coupled_PCA,
28,wasserstein,0.5819695109927423,,HMM,5,coupled_PCA,
29,wasserstein,1.5603929601476592,,HMM,6,coupled_PCA,
30,wasserstein,0.2202451549531056,,WGAN,1,coupled_PCA,
31,wasserstein,0.23278174214082606,,WGAN,2,coupled_PCA,
32,wasserstein,0.31171001193627107,,WGAN,3,coupled_PCA,
33,wasserstein,0.12922282552138076,,WGAN,4,coupled_PCA,
34,wasserstein,0.1298047670208109,,WGAN,5,coupled_PCA,
35,wasserstein,0.15079544179103882,,WGAN,6,coupled_PCA,
36,wasserstein,0.18042356318846856,,RBM,1,coupled_PCA,
37,wasserstein,0.22678149647026155,,RBM,2,coupled_PCA,
38,wasserstein,0.11809443795847754,,RBM,3,coupled_PCA,
39,wasserstein,0.38224483952368293,,RBM,4,coupled_PCA,
40,wasserstein,0.11002389501460859,,RBM,5,coupled_PCA,
41,wasserstein,0.1902858174221436,,RBM,6,coupled_PCA,
42,wasserstein,0.3266210091928074,,GPC,1,coupled_PCA,
43,wasserstein,0.20676692256743714,,GPC,2,coupled_PCA,
44,wasserstein,0.14166311800691278,,GPC,3,coupled_PCA,
45,wasserstein,0.2029267681522711,,GPC,4,coupled_PCA,
46,wasserstein,0.16127750458452997,,GPC,5,coupled_PCA,
47,wasserstein,0.2739621003493226,,GPC,6,coupled_PCA,
0,wasserstein2D,0.0017875593033527617,,Real,1-2,coupled_PCA,0.002
1,wasserstein2D,0.0018751613380713534,,Real,3-4,coupled_PCA,0.002
2,wasserstein2D,0.0018457847655327607,,Real,5-6,coupled_PCA,0.002
3,wasserstein2D,0.0018670459376463507,,Truth,1-2,coupled_PCA,0.002
4,wasserstein2D,0.0019382102929721792,,Truth,3-4,coupled_PCA,0.002
5,wasserstein2D,0.0019210260392733837,,Truth,5-6,coupled_PCA,0.002
6,wasserstein2D,0.09089689539555013,,Indep,1-2,coupled_PCA,0.002
7,wasserstein2D,0.06558394050834335,,Indep,3-4,coupled_PCA,0.002
8,wasserstein2D,0.06341690465784904,,Indep,5-6,coupled_PCA,0.002
9,wasserstein2D,0.08458215436868666,,Markov,1-2,coupled_PCA,0.002
10,wasserstein2D,0.0634229050823216,,Markov,3-4,coupled_PCA,0.002
11,wasserstein2D,0.0542236986917314,,Markov,5-6,coupled_PCA,0.002
12,wasserstein2D,0.0071636893616827775,,HMM,1-2,coupled_PCA,0.002
13,wasserstein2D,0.02443622810547343,,HMM,3-4,coupled_PCA,0.002
14,wasserstein2D,0.011673770897212131,,HMM,5-6,coupled_PCA,0.002
15,wasserstein2D,0.002230019527138571,,WGAN,1-2,coupled_PCA,0.002
16,wasserstein2D,0.002193914754369216,,WGAN,3-4,coupled_PCA,0.002
17,wasserstein2D,0.0021291256887964126,,WGAN,5-6,coupled_PCA,0.002
18,wasserstein2D,0.0020741687023014444,,RBM,1-2,coupled_PCA,0.002
19,wasserstein2D,0.002151617347154397,,RBM,3-4,coupled_PCA,0.002
20,wasserstein2D,0.0020369282928837133,,RBM,5-6,coupled_PCA,0.002
21,wasserstein2D,0.0024003423173308024,,GPC,1-2,coupled_PCA,0.002
22,wasserstein2D,0.0026306523344521997,,GPC,3-4,coupled_PCA,0.002
23,wasserstein2D,0.0022641898278979405,,GPC,5-6,coupled_PCA,0.002
